dimension,key,maturity_year,companies
metro,atlanta_sandy_springs_alpharetta_ga,2044,44
metro,atlanta_sandy_springs_alpharetta_ga,2045,36
metro,atlanta_sandy_springs_alpharetta_ga,2046,43
metro,atlanta_sandy_springs_alpharetta_ga,2047,29
metro,atlanta_sandy_springs_alpharetta_ga,2048,31
metro,atlanta_sandy_springs_alpharetta_ga,2049,24
metro,atlanta_sandy_springs_alpharetta_ga,2050,22
metro,atlanta_sandy_springs_alpharetta_ga,2051,12
metro,atlanta_sandy_springs_alpharetta_ga,2052,1
metro,austin,2013,1
metro,austin,2014,2
metro,austin,2015,6
metro,austin,2016,4
metro,austin,2017,5
metro,austin,2018,5
metro,austin,2019,6
metro,austin,2020,17
metro,austin,2021,10
metro,austin,2022,16
metro,austin,2023,13
metro,austin,2024,10
metro,austin,2025,16
metro,austin,2026,22
metro,austin,2027,14
metro,austin,2028,20
metro,austin,2029,28
metro,austin,2030,26
metro,austin,2031,11
metro,austin,2032,27
metro,austin,2033,26
metro,austin,2034,29
metro,austin,2035,42
metro,austin,2036,16
metro,austin,2037,9
metro,austin,2038,11
metro,austin,2039,11
metro,austin,2040,13
metro,austin,2041,3
metro,austin,2042,11
metro,austin,2043,5
metro,austin,2044,6
metro,austin,2045,8
metro,austin,2046,19
metro,austin,2047,15
metro,austin,2048,11
metro,austin,2049,18
metro,austin,2050,15
metro,austin,2051,6
metro,boston_cambridge_newton_ma_nh,2001,1
metro,boston_cambridge_newton_ma_nh,2002,1
metro,boston_cambridge_newton_ma_nh,2007,1
metro,boston_cambridge_newton_ma_nh,2011,4
metro,boston_cambridge_newton_ma_nh,2012,4
metro,boston_cambridge_newton_ma_nh,2013,4
metro,boston_cambridge_newton_ma_nh,2014,4
metro,boston_cambridge_newton_ma_nh,2015,4
metro,boston_cambridge_newton_ma_nh,2016,14
metro,boston_cambridge_newton_ma_nh,2017,21
metro,boston_cambridge_newton_ma_nh,2018,20
metro,boston_cambridge_newton_ma_nh,2019,27
metro,boston_cambridge_newton_ma_nh,2020,19
metro,boston_cambridge_newton_ma_nh,2021,27
metro,boston_cambridge_newton_ma_nh,2022,35
metro,boston_cambridge_newton_ma_nh,2023,43
metro,boston_cambridge_newton_ma_nh,2024,33
metro,boston_cambridge_newton_ma_nh,2025,46
metro,boston_cambridge_newton_ma_nh,2026,43
metro,boston_cambridge_newton_ma_nh,2027,38
metro,boston_cambridge_newton_ma_nh,2028,42
metro,boston_cambridge_newton_ma_nh,2029,65
metro,boston_cambridge_newton_ma_nh,2030,47
metro,boston_cambridge_newton_ma_nh,2031,60
metro,boston_cambridge_newton_ma_nh,2032,42
metro,boston_cambridge_newton_ma_nh,2033,48
metro,boston_cambridge_newton_ma_nh,2034,71
metro,boston_cambridge_newton_ma_nh,2035,69
metro,boston_cambridge_newton_ma_nh,2036,41
metro,boston_cambridge_newton_ma_nh,2037,26
metro,boston_cambridge_newton_ma_nh,2038,21
metro,boston_cambridge_newton_ma_nh,2039,18
metro,boston_cambridge_newton_ma_nh,2040,19
metro,boston_cambridge_newton_ma_nh,2041,18
metro,boston_cambridge_newton_ma_nh,2042,13
metro,boston_cambridge_newton_ma_nh,2043,22
metro,boston_cambridge_newton_ma_nh,2044,26
metro,boston_cambridge_newton_ma_nh,2045,35
metro,boston_cambridge_newton_ma_nh,2046,33
metro,boston_cambridge_newton_ma_nh,2047,30
metro,boston_cambridge_newton_ma_nh,2048,21
metro,boston_cambridge_newton_ma_nh,2049,31
metro,boston_cambridge_newton_ma_nh,2050,21
metro,boston_cambridge_newton_ma_nh,2051,8
metro,charlotte_concord_gastonia_nc_sc,2003,1
metro,charlotte_concord_gastonia_nc_sc,2012,1
metro,charlotte_concord_gastonia_nc_sc,2013,2
metro,charlotte_concord_gastonia_nc_sc,2014,4
metro,charlotte_concord_gastonia_nc_sc,2015,3
metro,charlotte_concord_gastonia_nc_sc,2016,9
metro,charlotte_concord_gastonia_nc_sc,2017,8
metro,charlotte_concord_gastonia_nc_sc,2018,9
metro,charlotte_concord_gastonia_nc_sc,2019,2
metro,charlotte_concord_gastonia_nc_sc,2020,7
metro,charlotte_concord_gastonia_nc_sc,2021,6
metro,charlotte_concord_gastonia_nc_sc,2022,13
metro,charlotte_concord_gastonia_nc_sc,2023,10
metro,charlotte_concord_gastonia_nc_sc,2024,19
metro,charlotte_concord_gastonia_nc_sc,2025,25
metro,charlotte_concord_gastonia_nc_sc,2026,17
metro,charlotte_concord_gastonia_nc_sc,2027,37
metro,charlotte_concord_gastonia_nc_sc,2028,16
metro,charlotte_concord_gastonia_nc_sc,2029,26
metro,charlotte_concord_gastonia_nc_sc,2030,17
metro,charlotte_concord_gastonia_nc_sc,2031,23
metro,charlotte_concord_gastonia_nc_sc,2032,20
metro,charlotte_concord_gastonia_nc_sc,2033,17
metro,charlotte_concord_gastonia_nc_sc,2034,26
metro,charlotte_concord_gastonia_nc_sc,2035,32
metro,charlotte_concord_gastonia_nc_sc,2036,21
metro,charlotte_concord_gastonia_nc_sc,2037,19
metro,charlotte_concord_gastonia_nc_sc,2038,7
metro,charlotte_concord_gastonia_nc_sc,2039,11
metro,charlotte_concord_gastonia_nc_sc,2040,9
metro,charlotte_concord_gastonia_nc_sc,2041,17
metro,charlotte_concord_gastonia_nc_sc,2042,15
metro,charlotte_concord_gastonia_nc_sc,2043,12
metro,charlotte_concord_gastonia_nc_sc,2044,9
metro,charlotte_concord_gastonia_nc_sc,2045,8
metro,charlotte_concord_gastonia_nc_sc,2046,10
metro,charlotte_concord_gastonia_nc_sc,2047,12
metro,charlotte_concord_gastonia_nc_sc,2048,10
metro,charlotte_concord_gastonia_nc_sc,2049,13
metro,charlotte_concord_gastonia_nc_sc,2050,11
metro,charlotte_concord_gastonia_nc_sc,2051,4
metro,chicago_naperville_elgin_il_in_wi,1996,1
metro,chicago_naperville_elgin_il_in_wi,1997,1
metro,chicago_naperville_elgin_il_in_wi,2002,2
metro,chicago_naperville_elgin_il_in_wi,2005,1
metro,chicago_naperville_elgin_il_in_wi,2007,2
metro,chicago_naperville_elgin_il_in_wi,2011,1
metro,chicago_naperville_elgin_il_in_wi,2012,4
metro,chicago_naperville_elgin_il_in_wi,2013,12
metro,chicago_naperville_elgin_il_in_wi,2014,9
metro,chicago_naperville_elgin_il_in_wi,2015,20
metro,chicago_naperville_elgin_il_in_wi,2016,30
metro,chicago_naperville_elgin_il_in_wi,2017,21
metro,chicago_naperville_elgin_il_in_wi,2018,31
metro,chicago_naperville_elgin_il_in_wi,2019,49
metro,chicago_naperville_elgin_il_in_wi,2020,43
metro,chicago_naperville_elgin_il_in_wi,2021,55
metro,chicago_naperville_elgin_il_in_wi,2022,74
metro,chicago_naperville_elgin_il_in_wi,2023,68
metro,chicago_naperville_elgin_il_in_wi,2024,87
metro,chicago_naperville_elgin_il_in_wi,2025,83
metro,chicago_naperville_elgin_il_in_wi,2026,86
metro,chicago_naperville_elgin_il_in_wi,2027,95
metro,chicago_naperville_elgin_il_in_wi,2028,83
metro,chicago_naperville_elgin_il_in_wi,2029,90
metro,chicago_naperville_elgin_il_in_wi,2030,76
metro,chicago_naperville_elgin_il_in_wi,2031,96
metro,chicago_naperville_elgin_il_in_wi,2032,125
metro,chicago_naperville_elgin_il_in_wi,2033,85
metro,chicago_naperville_elgin_il_in_wi,2034,106
metro,chicago_naperville_elgin_il_in_wi,2035,96
metro,chicago_naperville_elgin_il_in_wi,2036,65
metro,chicago_naperville_elgin_il_in_wi,2037,74
metro,chicago_naperville_elgin_il_in_wi,2038,52
metro,chicago_naperville_elgin_il_in_wi,2039,46
metro,chicago_naperville_elgin_il_in_wi,2040,45
metro,chicago_naperville_elgin_il_in_wi,2041,43
metro,chicago_naperville_elgin_il_in_wi,2042,36
metro,chicago_naperville_elgin_il_in_wi,2043,41
metro,chicago_naperville_elgin_il_in_wi,2044,38
metro,chicago_naperville_elgin_il_in_wi,2045,46
metro,chicago_naperville_elgin_il_in_wi,2046,92
metro,chicago_naperville_elgin_il_in_wi,2047,56
metro,chicago_naperville_elgin_il_in_wi,2048,42
metro,chicago_naperville_elgin_il_in_wi,2049,40
metro,chicago_naperville_elgin_il_in_wi,2050,57
metro,chicago_naperville_elgin_il_in_wi,2051,22
metro,cincinnati_oh_ky_in,2012,4
metro,cincinnati_oh_ky_in,2013,3
metro,cincinnati_oh_ky_in,2014,4
metro,cincinnati_oh_ky_in,2015,6
metro,cincinnati_oh_ky_in,2016,8
metro,cincinnati_oh_ky_in,2017,9
metro,cincinnati_oh_ky_in,2018,8
metro,cincinnati_oh_ky_in,2019,11
metro,cincinnati_oh_ky_in,2020,9
metro,cincinnati_oh_ky_in,2021,7
metro,cincinnati_oh_ky_in,2022,15
metro,cincinnati_oh_ky_in,2023,13
metro,cincinnati_oh_ky_in,2024,15
metro,cincinnati_oh_ky_in,2025,27
metro,cincinnati_oh_ky_in,2026,19
metro,cincinnati_oh_ky_in,2027,26
metro,cincinnati_oh_ky_in,2028,17
metro,cincinnati_oh_ky_in,2029,16
metro,cincinnati_oh_ky_in,2030,27
metro,cincinnati_oh_ky_in,2031,29
metro,cincinnati_oh_ky_in,2032,24
metro,cincinnati_oh_ky_in,2033,14
metro,cincinnati_oh_ky_in,2034,17
metro,cincinnati_oh_ky_in,2035,20
metro,cincinnati_oh_ky_in,2036,13
metro,cincinnati_oh_ky_in,2037,7
metro,cincinnati_oh_ky_in,2038,8
metro,cincinnati_oh_ky_in,2039,6
metro,cincinnati_oh_ky_in,2040,7
metro,cincinnati_oh_ky_in,2041,11
metro,cincinnati_oh_ky_in,2042,10
metro,cincinnati_oh_ky_in,2043,9
metro,cincinnati_oh_ky_in,2044,6
metro,cincinnati_oh_ky_in,2045,8
metro,cincinnati_oh_ky_in,2046,18
metro,cincinnati_oh_ky_in,2047,11
metro,cincinnati_oh_ky_in,2048,6
metro,cincinnati_oh_ky_in,2049,11
metro,cincinnati_oh_ky_in,2050,10
metro,cincinnati_oh_ky_in,2051,1
metro,cleveland_elyria_oh,2011,2
metro,cleveland_elyria_oh,2012,1
metro,cleveland_elyria_oh,2013,3
metro,cleveland_elyria_oh,2014,5
metro,cleveland_elyria_oh,2015,4
metro,cleveland_elyria_oh,2016,10
metro,cleveland_elyria_oh,2017,8
metro,cleveland_elyria_oh,2018,9
metro,cleveland_elyria_oh,2019,14
metro,cleveland_elyria_oh,2020,12
metro,cleveland_elyria_oh,2021,13
metro,cleveland_elyria_oh,2022,11
metro,cleveland_elyria_oh,2023,21
metro,cleveland_elyria_oh,2024,24
metro,cleveland_elyria_oh,2025,23
metro,cleveland_elyria_oh,2026,18
metro,cleveland_elyria_oh,2027,29
metro,cleveland_elyria_oh,2028,19
metro,cleveland_elyria_oh,2029,24
metro,cleveland_elyria_oh,2030,19
metro,cleveland_elyria_oh,2031,28
metro,cleveland_elyria_oh,2032,41
metro,cleveland_elyria_oh,2033,19
metro,cleveland_elyria_oh,2034,31
metro,cleveland_elyria_oh,2035,27
metro,cleveland_elyria_oh,2036,14
metro,cleveland_elyria_oh,2037,9
metro,cleveland_elyria_oh,2038,10
metro,cleveland_elyria_oh,2039,11
metro,cleveland_elyria_oh,2040,9
metro,cleveland_elyria_oh,2041,10
metro,cleveland_elyria_oh,2042,12
metro,cleveland_elyria_oh,2043,12
metro,cleveland_elyria_oh,2044,9
metro,cleveland_elyria_oh,2045,10
metro,cleveland_elyria_oh,2046,12
metro,cleveland_elyria_oh,2047,11
metro,cleveland_elyria_oh,2048,9
metro,cleveland_elyria_oh,2049,8
metro,cleveland_elyria_oh,2050,5
metro,cleveland_elyria_oh,2051,1
metro,cleveland_elyria_oh,2052,1
metro,columbus_oh,2006,1
metro,columbus_oh,2010,1
metro,columbus_oh,2011,2
metro,columbus_oh,2012,3
metro,columbus_oh,2013,2
metro,columbus_oh,2014,6
metro,columbus_oh,2015,6
metro,columbus_oh,2016,9
metro,columbus_oh,2017,9
metro,columbus_oh,2018,9
metro,columbus_oh,2019,6
metro,columbus_oh,2020,8
metro,columbus_oh,2021,14
metro,columbus_oh,2022,14
metro,columbus_oh,2023,8
metro,columbus_oh,2024,9
metro,columbus_oh,2025,17
metro,columbus_oh,2026,17
metro,columbus_oh,2027,9
metro,columbus_oh,2028,21
metro,columbus_oh,2029,13
metro,columbus_oh,2030,14
metro,columbus_oh,2031,16
metro,columbus_oh,2032,22
metro,columbus_oh,2033,27
metro,columbus_oh,2034,23
metro,columbus_oh,2035,19
metro,columbus_oh,2036,13
metro,columbus_oh,2037,6
metro,columbus_oh,2038,16
metro,columbus_oh,2039,7
metro,columbus_oh,2040,9
metro,columbus_oh,2041,14
metro,columbus_oh,2042,5
metro,columbus_oh,2043,5
metro,columbus_oh,2044,12
metro,columbus_oh,2045,8
metro,columbus_oh,2046,12
metro,columbus_oh,2047,9
metro,columbus_oh,2048,10
metro,columbus_oh,2049,11
metro,columbus_oh,2050,2
metro,columbus_oh,2051,4
metro,dallas_fort_worth,2002,1
metro,dallas_fort_worth,2006,1
metro,dallas_fort_worth,2008,1
metro,dallas_fort_worth,2011,1
metro,dallas_fort_worth,2012,4
metro,dallas_fort_worth,2013,1
metro,dallas_fort_worth,2014,3
metro,dallas_fort_worth,2015,10
metro,dallas_fort_worth,2016,15
metro,dallas_fort_worth,2017,21
metro,dallas_fort_worth,2018,23
metro,dallas_fort_worth,2019,22
metro,dallas_fort_worth,2020,44
metro,dallas_fort_worth,2021,35
metro,dallas_fort_worth,2022,29
metro,dallas_fort_worth,2023,44
metro,dallas_fort_worth,2024,42
metro,dallas_fort_worth,2025,59
metro,dallas_fort_worth,2026,56
metro,dallas_fort_worth,2027,67
metro,dallas_fort_worth,2028,57
metro,dallas_fort_worth,2029,57
metro,dallas_fort_worth,2030,66
metro,dallas_fort_worth,2031,69
metro,dallas_fort_worth,2032,74
metro,dallas_fort_worth,2033,103
metro,dallas_fort_worth,2034,113
metro,dallas_fort_worth,2035,115
metro,dallas_fort_worth,2036,64
metro,dallas_fort_worth,2037,35
metro,dallas_fort_worth,2038,38
metro,dallas_fort_worth,2039,33
metro,dallas_fort_worth,2040,37
metro,dallas_fort_worth,2041,43
metro,dallas_fort_worth,2042,42
metro,dallas_fort_worth,2043,31
metro,dallas_fort_worth,2044,28
metro,dallas_fort_worth,2045,39
metro,dallas_fort_worth,2046,45
metro,dallas_fort_worth,2047,35
metro,dallas_fort_worth,2048,24
metro,dallas_fort_worth,2049,25
metro,dallas_fort_worth,2050,26
metro,dallas_fort_worth,2051,15
metro,dallas_fort_worth,2052,1
metro,denver_aurora_lakewood_co,2010,1
metro,denver_aurora_lakewood_co,2011,1
metro,denver_aurora_lakewood_co,2012,1
metro,denver_aurora_lakewood_co,2013,3
metro,denver_aurora_lakewood_co,2014,5
metro,denver_aurora_lakewood_co,2015,4
metro,denver_aurora_lakewood_co,2016,10
metro,denver_aurora_lakewood_co,2017,8
metro,denver_aurora_lakewood_co,2018,12
metro,denver_aurora_lakewood_co,2019,10
metro,denver_aurora_lakewood_co,2020,24
metro,denver_aurora_lakewood_co,2021,26
metro,denver_aurora_lakewood_co,2022,30
metro,denver_aurora_lakewood_co,2023,34
metro,denver_aurora_lakewood_co,2024,33
metro,denver_aurora_lakewood_co,2025,38
metro,denver_aurora_lakewood_co,2026,42
metro,denver_aurora_lakewood_co,2027,43
metro,denver_aurora_lakewood_co,2028,54
metro,denver_aurora_lakewood_co,2029,48
metro,denver_aurora_lakewood_co,2030,40
metro,denver_aurora_lakewood_co,2031,49
metro,denver_aurora_lakewood_co,2032,46
metro,denver_aurora_lakewood_co,2033,34
metro,denver_aurora_lakewood_co,2034,41
metro,denver_aurora_lakewood_co,2035,63
metro,denver_aurora_lakewood_co,2036,37
metro,denver_aurora_lakewood_co,2037,23
metro,denver_aurora_lakewood_co,2038,27
metro,denver_aurora_lakewood_co,2039,20
metro,denver_aurora_lakewood_co,2040,32
metro,denver_aurora_lakewood_co,2041,22
metro,denver_aurora_lakewood_co,2042,21
metro,denver_aurora_lakewood_co,2043,25
metro,denver_aurora_lakewood_co,2044,28
metro,denver_aurora_lakewood_co,2045,39
metro,denver_aurora_lakewood_co,2046,50
metro,denver_aurora_lakewood_co,2047,44
metro,denver_aurora_lakewood_co,2048,27
metro,denver_aurora_lakewood_co,2049,18
metro,denver_aurora_lakewood_co,2050,19
metro,denver_aurora_lakewood_co,2051,10
metro,denver_aurora_lakewood_co,2052,1
metro,detroit_warren_dearborn_mi,2005,1
metro,detroit_warren_dearborn_mi,2010,2
metro,detroit_warren_dearborn_mi,2011,4
metro,detroit_warren_dearborn_mi,2012,3
metro,detroit_warren_dearborn_mi,2013,6
metro,detroit_warren_dearborn_mi,2014,7
metro,detroit_warren_dearborn_mi,2015,9
metro,detroit_warren_dearborn_mi,2016,12
metro,detroit_warren_dearborn_mi,2017,13
metro,detroit_warren_dearborn_mi,2018,10
metro,detroit_warren_dearborn_mi,2019,21
metro,detroit_warren_dearborn_mi,2020,16
metro,detroit_warren_dearborn_mi,2021,24
metro,detroit_warren_dearborn_mi,2022,28
metro,detroit_warren_dearborn_mi,2023,26
metro,detroit_warren_dearborn_mi,2024,40
metro,detroit_warren_dearborn_mi,2025,41
metro,detroit_warren_dearborn_mi,2026,33
metro,detroit_warren_dearborn_mi,2027,32
metro,detroit_warren_dearborn_mi,2028,41
metro,detroit_warren_dearborn_mi,2029,41
metro,detroit_warren_dearborn_mi,2030,44
metro,detroit_warren_dearborn_mi,2031,45
metro,detroit_warren_dearborn_mi,2032,39
metro,detroit_warren_dearborn_mi,2033,55
metro,detroit_warren_dearborn_mi,2034,44
metro,detroit_warren_dearborn_mi,2035,54
metro,detroit_warren_dearborn_mi,2036,39
metro,detroit_warren_dearborn_mi,2037,29
metro,detroit_warren_dearborn_mi,2038,27
metro,detroit_warren_dearborn_mi,2039,20
metro,detroit_warren_dearborn_mi,2040,22
metro,detroit_warren_dearborn_mi,2041,15
metro,detroit_warren_dearborn_mi,2042,27
metro,detroit_warren_dearborn_mi,2043,16
metro,detroit_warren_dearborn_mi,2044,5
metro,detroit_warren_dearborn_mi,2045,17
metro,detroit_warren_dearborn_mi,2046,23
metro,detroit_warren_dearborn_mi,2047,21
metro,detroit_warren_dearborn_mi,2048,19
metro,detroit_warren_dearborn_mi,2049,16
metro,detroit_warren_dearborn_mi,2050,23
metro,detroit_warren_dearborn_mi,2051,4
metro,grand_rapids_kentwood_mi,2011,1
metro,grand_rapids_kentwood_mi,2012,1
metro,grand_rapids_kentwood_mi,2013,1
metro,grand_rapids_kentwood_mi,2014,4
metro,grand_rapids_kentwood_mi,2015,3
metro,grand_rapids_kentwood_mi,2016,7
metro,grand_rapids_kentwood_mi,2017,12
metro,grand_rapids_kentwood_mi,2018,3
metro,grand_rapids_kentwood_mi,2019,9
metro,grand_rapids_kentwood_mi,2020,9
metro,grand_rapids_kentwood_mi,2021,9
metro,grand_rapids_kentwood_mi,2022,11
metro,grand_rapids_kentwood_mi,2023,14
metro,grand_rapids_kentwood_mi,2024,12
metro,grand_rapids_kentwood_mi,2025,11
metro,grand_rapids_kentwood_mi,2026,26
metro,grand_rapids_kentwood_mi,2027,15
metro,grand_rapids_kentwood_mi,2028,18
metro,grand_rapids_kentwood_mi,2029,8
metro,grand_rapids_kentwood_mi,2030,16
metro,grand_rapids_kentwood_mi,2031,18
metro,grand_rapids_kentwood_mi,2032,15
metro,grand_rapids_kentwood_mi,2033,21
metro,grand_rapids_kentwood_mi,2034,19
metro,grand_rapids_kentwood_mi,2035,20
metro,grand_rapids_kentwood_mi,2036,10
metro,grand_rapids_kentwood_mi,2037,11
metro,grand_rapids_kentwood_mi,2038,14
metro,grand_rapids_kentwood_mi,2039,8
metro,grand_rapids_kentwood_mi,2040,6
metro,grand_rapids_kentwood_mi,2041,9
metro,grand_rapids_kentwood_mi,2042,6
metro,grand_rapids_kentwood_mi,2043,1
metro,grand_rapids_kentwood_mi,2044,5
metro,grand_rapids_kentwood_mi,2045,6
metro,grand_rapids_kentwood_mi,2046,9
metro,grand_rapids_kentwood_mi,2047,7
metro,grand_rapids_kentwood_mi,2048,4
metro,grand_rapids_kentwood_mi,2049,7
metro,grand_rapids_kentwood_mi,2050,5
metro,grand_rapids_kentwood_mi,2051,3
metro,grand_rapids_kentwood_mi,2052,1
metro,houston,1993,1
metro,houston,2006,1
metro,houston,2011,3
metro,houston,2012,3
metro,houston,2013,4
metro,houston,2014,5
metro,houston,2015,9
metro,houston,2016,3
metro,houston,2017,11
metro,houston,2018,17
metro,houston,2019,17
metro,houston,2020,21
metro,houston,2021,37
metro,houston,2022,41
metro,houston,2023,41
metro,houston,2024,49
metro,houston,2025,60
metro,houston,2026,62
metro,houston,2027,47
metro,houston,2028,56
metro,houston,2029,56
metro,houston,2030,44
metro,houston,2031,54
metro,houston,2032,65
metro,houston,2033,46
metro,houston,2034,79
metro,houston,2035,72
metro,houston,2036,45
metro,houston,2037,24
metro,houston,2038,19
metro,houston,2039,21
metro,houston,2040,27
metro,houston,2041,18
metro,houston,2042,27
metro,houston,2043,35
metro,houston,2044,34
metro,houston,2045,25
metro,houston,2046,29
metro,houston,2047,36
metro,houston,2048,25
metro,houston,2049,27
metro,houston,2050,27
metro,houston,2051,8
metro,houston,2052,1
metro,indianapolis_carmel_anderson_in,2004,1
metro,indianapolis_carmel_anderson_in,2007,1
metro,indianapolis_carmel_anderson_in,2009,1
metro,indianapolis_carmel_anderson_in,2011,3
metro,indianapolis_carmel_anderson_in,2012,2
metro,indianapolis_carmel_anderson_in,2013,3
metro,indianapolis_carmel_anderson_in,2014,3
metro,indianapolis_carmel_anderson_in,2015,13
metro,indianapolis_carmel_anderson_in,2016,14
metro,indianapolis_carmel_anderson_in,2017,12
metro,indianapolis_carmel_anderson_in,2018,15
metro,indianapolis_carmel_anderson_in,2019,11
metro,indianapolis_carmel_anderson_in,2020,13
metro,indianapolis_carmel_anderson_in,2021,18
metro,indianapolis_carmel_anderson_in,2022,16
metro,indianapolis_carmel_anderson_in,2023,23
metro,indianapolis_carmel_anderson_in,2024,14
metro,indianapolis_carmel_anderson_in,2025,12
metro,indianapolis_carmel_anderson_in,2026,30
metro,indianapolis_carmel_anderson_in,2027,21
metro,indianapolis_carmel_anderson_in,2028,18
metro,indianapolis_carmel_anderson_in,2029,20
metro,indianapolis_carmel_anderson_in,2030,25
metro,indianapolis_carmel_anderson_in,2031,28
metro,indianapolis_carmel_anderson_in,2032,13
metro,indianapolis_carmel_anderson_in,2033,27
metro,indianapolis_carmel_anderson_in,2034,23
metro,indianapolis_carmel_anderson_in,2035,30
metro,indianapolis_carmel_anderson_in,2036,23
metro,indianapolis_carmel_anderson_in,2037,10
metro,indianapolis_carmel_anderson_in,2038,14
metro,indianapolis_carmel_anderson_in,2039,5
metro,indianapolis_carmel_anderson_in,2040,5
metro,indianapolis_carmel_anderson_in,2041,7
metro,indianapolis_carmel_anderson_in,2042,6
metro,indianapolis_carmel_anderson_in,2043,8
metro,indianapolis_carmel_anderson_in,2044,8
metro,indianapolis_carmel_anderson_in,2045,6
metro,indianapolis_carmel_anderson_in,2046,10
metro,indianapolis_carmel_anderson_in,2047,8
metro,indianapolis_carmel_anderson_in,2048,11
metro,indianapolis_carmel_anderson_in,2049,8
metro,indianapolis_carmel_anderson_in,2050,5
metro,indianapolis_carmel_anderson_in,2051,4
metro,kansas_city_mo_ks,2011,1
metro,kansas_city_mo_ks,2012,4
metro,kansas_city_mo_ks,2013,3
metro,kansas_city_mo_ks,2014,3
metro,kansas_city_mo_ks,2015,9
metro,kansas_city_mo_ks,2016,14
metro,kansas_city_mo_ks,2017,10
metro,kansas_city_mo_ks,2018,12
metro,kansas_city_mo_ks,2019,10
metro,kansas_city_mo_ks,2020,11
metro,kansas_city_mo_ks,2021,16
metro,kansas_city_mo_ks,2022,17
metro,kansas_city_mo_ks,2023,20
metro,kansas_city_mo_ks,2024,17
metro,kansas_city_mo_ks,2025,15
metro,kansas_city_mo_ks,2026,16
metro,kansas_city_mo_ks,2027,25
metro,kansas_city_mo_ks,2028,23
metro,kansas_city_mo_ks,2029,13
metro,kansas_city_mo_ks,2030,24
metro,kansas_city_mo_ks,2031,30
metro,kansas_city_mo_ks,2032,24
metro,kansas_city_mo_ks,2033,18
metro,kansas_city_mo_ks,2034,26
metro,kansas_city_mo_ks,2035,21
metro,kansas_city_mo_ks,2036,20
metro,kansas_city_mo_ks,2037,9
metro,kansas_city_mo_ks,2038,4
metro,kansas_city_mo_ks,2039,12
metro,kansas_city_mo_ks,2040,15
metro,kansas_city_mo_ks,2041,20
metro,kansas_city_mo_ks,2042,14
metro,kansas_city_mo_ks,2043,7
metro,kansas_city_mo_ks,2044,7
metro,kansas_city_mo_ks,2045,4
metro,kansas_city_mo_ks,2046,7
metro,kansas_city_mo_ks,2047,5
metro,kansas_city_mo_ks,2048,6
metro,kansas_city_mo_ks,2049,8
metro,kansas_city_mo_ks,2050,9
metro,kansas_city_mo_ks,2051,4
metro,kansas_city_mo_ks,2052,1
metro,las_vegas_henderson_paradise_nv,2009,1
metro,las_vegas_henderson_paradise_nv,2011,2
metro,las_vegas_henderson_paradise_nv,2012,4
metro,las_vegas_henderson_paradise_nv,2013,4
metro,las_vegas_henderson_paradise_nv,2014,4
metro,las_vegas_henderson_paradise_nv,2015,3
metro,las_vegas_henderson_paradise_nv,2016,4
metro,las_vegas_henderson_paradise_nv,2017,5
metro,las_vegas_henderson_paradise_nv,2018,9
metro,las_vegas_henderson_paradise_nv,2019,6
metro,las_vegas_henderson_paradise_nv,2020,6
metro,las_vegas_henderson_paradise_nv,2021,7
metro,las_vegas_henderson_paradise_nv,2022,9
metro,las_vegas_henderson_paradise_nv,2023,16
metro,las_vegas_henderson_paradise_nv,2024,17
metro,las_vegas_henderson_paradise_nv,2025,19
metro,las_vegas_henderson_paradise_nv,2026,27
metro,las_vegas_henderson_paradise_nv,2027,28
metro,las_vegas_henderson_paradise_nv,2028,20
metro,las_vegas_henderson_paradise_nv,2029,11
metro,las_vegas_henderson_paradise_nv,2030,12
metro,las_vegas_henderson_paradise_nv,2031,14
metro,las_vegas_henderson_paradise_nv,2032,17
metro,las_vegas_henderson_paradise_nv,2033,16
metro,las_vegas_henderson_paradise_nv,2034,15
metro,las_vegas_henderson_paradise_nv,2035,30
metro,las_vegas_henderson_paradise_nv,2036,10
metro,las_vegas_henderson_paradise_nv,2037,27
metro,las_vegas_henderson_paradise_nv,2038,8
metro,las_vegas_henderson_paradise_nv,2039,6
metro,las_vegas_henderson_paradise_nv,2040,9
metro,las_vegas_henderson_paradise_nv,2041,10
metro,las_vegas_henderson_paradise_nv,2042,9
metro,las_vegas_henderson_paradise_nv,2043,11
metro,las_vegas_henderson_paradise_nv,2044,15
metro,las_vegas_henderson_paradise_nv,2045,13
metro,las_vegas_henderson_paradise_nv,2046,14
metro,las_vegas_henderson_paradise_nv,2047,18
metro,las_vegas_henderson_paradise_nv,2048,5
metro,las_vegas_henderson_paradise_nv,2049,13
metro,las_vegas_henderson_paradise_nv,2050,11
metro,las_vegas_henderson_paradise_nv,2051,2
metro,los_angeles_long_beach_anaheim_ca,2004,1
metro,los_angeles_long_beach_anaheim_ca,2006,1
metro,los_angeles_long_beach_anaheim_ca,2009,1
metro,los_angeles_long_beach_anaheim_ca,2010,2
metro,los_angeles_long_beach_anaheim_ca,2011,4
metro,los_angeles_long_beach_anaheim_ca,2012,4
metro,los_angeles_long_beach_anaheim_ca,2013,2
metro,los_angeles_long_beach_anaheim_ca,2014,7
metro,los_angeles_long_beach_anaheim_ca,2015,16
metro,los_angeles_long_beach_anaheim_ca,2016,30
metro,los_angeles_long_beach_anaheim_ca,2017,23
metro,los_angeles_long_beach_anaheim_ca,2018,34
